record_id,Reference,,,,,,,
CDC_nd_6,"Prevention, Centers for Disease Control and. (2015a). Prescription Drug Physical Examination Requirements. https://www.cdc.gov/phlp/docs/pdpe-requirements.pdf",,,,,,,
CDC_nd_7,"Prevention, Centers for Disease Control and. (2015b). Prescription Drug Time and Dosage Limit Laws. https://www.cdc.gov/phlp/docs/menu_prescriptionlimits.pdf",,,,,,,
Cerda_2018,"Cerda, M., Sarvet, A. L., Wall, M., Feng, T., Keyes, K. M., Galea, S., & Hasin, D. S. (2018). Medical marijuana laws and adolescent use of marijuana and other substances: Alcohol, cigarettes, prescription drugs, and other illicit drugs. Drug & Alcohol Dependence, 183, 62–68.",,,,,,,
Chacko_2017,"Chacko, J., Greenstein, J., Ardolic, B., & Berwald, N. (2017). Effect of an emergency department opioid prescription policy on prescribing patterns. American Journal of Emergency Medicine, 35(9), 1327–1329.",,,,,,,
Chambers_2015,"Chambers, J., Gleason, R. M., Kirsh, K. L., Twillman, R., Webster, L., Berner, J., Fudin, J., & Passik, S. D. (2016). An Online Survey of Patients’ Experiences Since the Rescheduling of Hydrocodone: The First 100 Days. Pain Med, 17(9), 1686–1693. https://doi.org/10.1093/pm/pnv064",,,,,,,
Chang_2016,"Chang, H. Y., Lyapustina, T., Rutkow, L., Daubresse, M., Richey, M., Faul, M., Stuart, E. A., Alex, & er, G. C. (2016). Impact of prescription drug monitoring programs and pill mill laws on high-risk opioid prescribers: A comparative interrupted time series analysis. Drug & Alcohol Dependence, 165, 1–8.",,,,,,,
Chang_2018,"Chang, H. Y., Murimi, I., Faul, M., Rutkow, L., Alex, & er, G. C. (2018). Impact of Florida’s prescription drug monitoring program and pill mill law on high-risk patients: A comparative interrupted time series analysis. Pharmacoepidemiology & Drug Safety, 27(4), 422–429.",,,,,,,
Chang_2018_2,"Chang, F., & Ibrahim, S. (2017). Perceptions of Community-Dwelling Patients and Their Physicians on OxyContin(R) Discontinuation and the Impact on Chronic Pain Management. Pain Res Manag, 2017, 5402915. https://doi.org/10.1155/2017/5402915",,,,,,,
Chan_2019,"Chan, N. W., Burkhardt, J., & Flyr, M. (2020). The Effects of Recreational Marijuana Legalization and Dispensing On Opioid Mortality [https://doi.org/10.1111/ecin.12819]. Economic Inquiry, 58(2), 589-606. https://doi.org/https://doi.org/10.1111/ecin.12819",,,,,,,
Chen_2016,"Chen, J.-s. (2016). Harm reduction policy in Taiwan: toward a comprehensive understanding of its making and effects. Harm Reduction Journal, 13(1), 11. https://doi.org/10.1186/s12954-016-0101-6",,,,,,,
Chen_2018,"Cheng, H. G., & Coplan, P. M. (2018). Incidence of nonmedical use of OxyContin and other prescription opioid pain relievers before and after the introduction of OxyContin with abuse deterrent properties. Postgrad Med, 130(6), 568–574. https://doi.org/10.1080/00325481.2018.1495541",,,,,,,
Chen_2019,"Chen, Q., Hsia, H. L., Overman, R., Bryan, W., Pepin, M., Mariano, E. R., Mudumbai, S. C., Buchheit, T., Krishnamoorthy, V., Good, C. B., Brookhart, M. A., & Raghunathan, K. (2019). Impact of an Opioid Safety Initiative on Patients Undergoing Total Knee Arthroplasty: A Time Series Analysis. Anesthesiology, 131(2), 369–380. https://doi.org/10.1097/aln.0000000000002771",,,,,,,
Cherny_2010,"Cherny, N. I., Baselga, J., de Conno, F., & Radbruch, L. (2010). Formulary availability and regulatory barriers to accessibility of opioids for cancer pain in Europe: A report from the ESMO/EAPC Opioid Policy Initiative. Ann Oncol, 21(3), 615–626. https://doi.org/10.1093/annonc/mdp581",,,,,,,
Cheurprakobkit_2000,"Cheurprakobkit, S. (2000). The drug situation in Thailand: The role of government and the police. Drug and Alcohol Review, 19(1), 17–26.",,,,,,,
Chihuri_2019,"Chihuri, S., & Li, G. (2019). State marijuana laws and opioid overdose mortality. Inj Epidemiol, 6, 38. https://doi.org/10.1186/s40621-019-0213-z",,,,,,,
Chilcoat_2016,"Chilcoat, H. D., Coplan, P. M., Harikrishnan, V., & Alexander, L. (2016). Decreased diversion by doctor-shopping for a reformulated extended release oxycodone product (OxyContin). Drug Alcohol Depend, 165, 221–228. https://doi.org/10.1016/j.drugalcdep.2016.06.009",,,,,,,
Chiu_2018,"Chiu, A. S., Jean, R. A., Hoag, J. R., Freedman-Weiss, M., Healy, J. M., & Pei, K. Y. (2018). Association of Lowering Default Pill Counts in Electronic Medical Record Systems With Postoperative Opioid Prescribing. JAMA Surg, 153(11), 1012–1019. https://doi.org/10.1001/jamasurg.2018.2083",,,,,,,
Christopher_2015,"Christopher, P. P., Pinals, D. A., Stayton, T., Sanders, K., & Blumberg, L. (2015). Nature and Utilization of Civil Commitment for Substance Abuse in the United States. J Am Acad Psychiatry Law, 43(3), 313–320.",,,,,,,
Chumpitazi_2017,"Chumpitazi, C. E., Rees, C. A., Camp, E. A., & Bernhardt, M. B. (2017). Decreased Opioid Prescribing in a Pediatric Emergency Department After the Rescheduling of Hydrocodone. Journal of Emergency Medicine, 52(4), 547–553.",,,,,,,
Chun_2007,"Chun, J., Guydish, J. R., Sorensen, J. L., Haug, N. A., Andrews, S., & Nelson, L. (2007). Outcomes in a Sample of Opiod-Dependent Clients Treated Under California’s Proposition 36. Journal of Drug Issues, 37(3), 699–715.",,,,,,,
Chu_2015,"Chu, Y.-W. L. (2015). Do Medical Marijuana Laws Increase Hard-Drug Use? Journal of Law & Economics, 58(2), 481–517.",,,,,,,
Cicero_2015,"Cicero, T. J., & Ellis, M. S. (2015). Abuse-Deterrent Formulations and the Prescription Opioid Abuse Epidemic in the United States: Lessons Learned From OxyContin. JAMA Psychiatry, 72(5), 424–430.",,,,,,,
Cicero_2019,"Cicero, T. J., Mendoza, M., Cattaneo, M., Dart, R. C., Mardekian, J., Polson, M., Roland, C. L., Schnoll, S. H., Webster, L. R., & Park, P. W. (2019). Real-world misuse, abuse, and dependence of abuse-deterrent versus non-abuse-deterrent extended-release morphine in Medicaid non-cancer patients. Postgrad Med, 131(3), 225–229. https://doi.org/10.1080/00325481.2019.1585688",,,,,,,
Clark_2014,"Clark, R. E., Baxter, J. D., Barton, B. A., Aweh, G., & al, et. (2014). The Impact of Prior Authorization on Buprenorphine Dose, Relapse Rates, and Cost for Massachusetts Medicaid Beneficiaries with Opioid Dependence. Health Services Research, 49(6), 1964–1979.",,,,,,,
Cleary_2013,"Cleary, J., De Lima, L., Eisenchlas, J., Radbruch, L., Torode, J., & Cherny, N. I. (2013). Formulary availability and regulatory barriers to accessibility of opioids for cancer pain in Latin America and the Caribbean: A report from the Global Opioid Policy Initiative (GOPI). Annals of Oncology, 24, xi41–xi50.",,,,,,,
Cleary_2013_2,"Cleary, J., Powell, R. A., Munene, G., Mwangi-Powell, F. N., Luyirika, E., Kiyange, F., Merriman, A., Scholten, W., Radbruch, L., Torode, J., & Cherny, N. I. (2013). Formulary availability and regulatory barriers to accessibility of opioids for cancer pain in Africa: A report from the Global Opioid Policy Initiative (GOPI). Annals of Oncology, 24. http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed15&AN=370402997",,,,,,,
Cleary_2013_3,"Cleary, J., Radbruch, L., Torode, J., & Cherny, N. I. (2013). Formulary availability and regulatory barriers to accessibility of opioids for cancer pain in Asia: A report from the Global Opioid Policy Initiative (GOPI). Ann Oncol, 24 Suppl 11, xi24-32. https://doi.org/10.1093/annonc/mdt500",,,,,,,
Cleary_2013_4,"Cleary, J., Simha, N., Panieri, A., Scholten, W., Radbruch, L., Torode, J., & Cherny, N. I. (2013). Formulary availability and regulatory barriers to accessibility of opioids for cancer pain in India: A report from the Global Opioid Policy Initiative (GOPI). Ann Oncol, 24 Suppl 11, xi33-40. https://doi.org/10.1093/annonc/mdt501",,,,,,,
Cleary_2013_5,"Cleary, J., Silbermann, M., Scholten, W., Radbruch, L., Torode, J., & Cherny, N. I. (2013). Formulary availability and regulatory barriers to accessibility of opioids for cancer pain in the Middle East: A report from the Global Opioid Policy Initiative (GOPI). Ann Oncol, 24 Suppl 11, xi51-9. https://doi.org/10.1093/annonc/mdt503",,,,,,,
Cochella_2011,"Cochella, S., & Bateman, K. (2011). Provider detailing: An intervention to decrease prescription opioid deaths in Utah. Pain Med, 12 Suppl 2, S73-6. https://doi.org/10.1111/j.1526-4637.2011.01125.x",,,,,,,
Cochran_2017,"Cochran, G., Gordon, A. J., Gellad, W. F., Chang, C. H., Lo-Ciganic, W. H., Lobo, C., Cole, E., Frazier, W., Zheng, P., Kelley, D., & Donohue, J. M. (2017). Medicaid prior authorization and opioid medication abuse and overdose. American Journal of Managed Care, 23(5), e164–e171.",,,,,,,
Cooper_2005,"Cooper, H. L. F., Wypij, D., & Krieger, N. (2005). Police drug crackdowns and hospitalisation rates for illicit-injection- related infections in New York City. International Journal of Drug Policy, 16(3), 150–160.",,,,,,,
Cooper_2005_2,"Cooper, H., Moore, L., Gruskin, S., & Krieger, N. (2005). The impact of a police drug crackdown on drug injectors’ ability to practice harm reduction: A qualitative study. Soc Sci Med, 61(3), 673–684. https://doi.org/10.1016/j.socscimed.2004.12.030",,,,,,,
Coplan_2013,"Coplan, P. M., Kale, H., Sandstrom, L., Landau, C., & Chilcoat, H. D. (2013). Changes in oxycodone and heroin exposures in the National Poison Data System after introduction of extended-release oxycodone with abuse-deterrent characteristics. Pharmacoepidemiol Drug Saf, 22(12), 1274–1282. https://doi.org/10.1002/pds.3522",,,,,,,
Coplan_2016,"Coplan, P. M., Chilcoat, H. D., Butler, S. F., Sellers, E. M., Kadakia, A., Harikrishnan, V., Haddox, J. D., & Dart, R. C. (2016). The effect of an abuse-deterrent opioid formulation (OxyContin) on opioid abuse-related outcomes in the postmarketing setting. Clin Pharmacol Ther, 100(3), 275–286. https://doi.org/10.1002/cpt.390",,,,,,,
Corcoran_2010,"Corcoran, P., Reulbach, U., Keeley, H. S., Perry, I. J., Hawton, K., & Arensman, E. (2010). Use of analgesics in intentional drug overdose presentations to hospital before and after the withdrawal of distalgesic from the Irish market. BMC Clin Pharmacol, 10, 6. https://doi.org/10.1186/1472-6904-10-6",,,,,,,
Corsaro_2010,"Corsaro, N., Brunson, R. K., & McGarrell, E. F. (2010). Evaluating a policing strategy intended to disrupt an illicit street-level drug market. Evaluation Review, 34(6), 513–548.",,,,,,,
Corsaro_2012,"Corsaro, N., & Brunson, R. K. (2013). Are suppression and deterrence mechanisms enough? Examining the “pulling levers” drug market intervention strategy in Peoria, Illinois, USA. Int J Drug Policy, 24(2), 115–121. https://doi.org/10.1016/j.drugpo.2012.12.006",,,,,,,
Corsaro_2013,"Corsaro, Nicholas, Hunt, E. D., Hipple, N. K., & McGarrell, E. F. (2012). The Impact of Drug Market Pulling Levers Policing on Neighborhood Violence. Criminology & Public Policy, 11(2), 167–199. https://doi.org/10.1111/j.1745-9133.2012.00798.x",,,,,,,
Costa Storti_2009,"Costa Storti, C., & De Grauwe, P. (2009). The cocaine and heroin markets in the era of globalisation and drug reduction policies. International Journal of Drug Policy, 20(6), 488–496.",,,,,,,
Cotti_2014,"Cotti, C. D., & Haley, M. R. (2014). Estimating the effectiveness of a misdemeanor drug diversion program using propensity score matching and survival analyses. The Social Science Journal, 51(4), 638–644. https://doi.org/10.1016/j.soscij.2014.07.007",,,,,,,
Courtwright_2004,"Courtwright, D. T. (2004). The Controlled Substances Act: How a “big tent” reform became a punitive drug law. Drug and Alcohol Dependence, 76(1), 9–15.",,,,,,,
Cowell_2004,"Cowell, A. J., Broner, N., & Dupont, R. (2004). The Cost-Effectiveness of Criminal Justice Diversion Programs for People with Serious Mental Illness Co-Occurring with Substance Abuse: Four Case Studies. Journal of Contemporary Criminal Justice, 20(3), 292–314. https://doi.org/10.1177/1043986204266892",,,,,,,
Crabtree_2019,"Crabtree, A., Rose, C., Chong, M., & Smolina, K. (2019). Effects of the new prescribing standards in British Columbia on consumption of opioids and benzodiazepines and z drugs. Can Fam Physician, 65(5), e231–e237.",,,,,,,
Csete_2013,"Csete, J., & Catania, H. (2013). Methadone treatment providers’ views of drug court policy and practice: A case study of New York State. Harm Reduction Journal, 10, 35.",,,,,,,
Cunningham_2008,"Cunningham, J. K., & Liu, L.-M. (2008). Impact of methamphetamine precursor chemical legislation, a suppression policy, on the demand for drug treatment. Social Science & Medicine, 66(7), 1463–1473.",,,,,,,
Danovich_2019,"Danovich, D., Greenstein, J., Chacko, J., Hahn, B., Ardolic, B., Ilyaguyev, B., & Berwald, N. (2019). Effect of New York State Electronic Prescribing Mandate on Opioid Prescribing Patterns. J Emerg Med, 57(2), 156–161. https://doi.org/10.1016/j.jemermed.2019.03.052",,,,,,,
Dart_2018,"Dart, R. C., Iwanicki, J. L., Dasgupta, N., Cicero, T. J., & Schnoll, S. H. (2017). Do abuse deterrent opioid formulations work? J Opioid Manag, 13(6), 365–378. https://doi.org/10.5055/jom.2017.0415",,,,,,,
Dave_2018,"Dave, D., Deza, M., & Horn, B. P. (2018). Prescription Drug Monitoring Programs, Opioid Abuse, and Crime (Working Paper No. 24975). National Bureau of Economic Research. http://www.nber.org/papers/w24975",,,,,,,
Davis_2006,"Davis, C. S., Burris, S., Kraut-Becher, J., Lynch, K. G., & Metzger, D. (2005). Effects of an intensive street-level police intervention on syringe exchange program use in Philadelphia, PA. Am J Public Health, 95(2), 233–236. https://doi.org/10.2105/ajph.2003.033563",,,,,,,
Davis_2014_1,"Davis, Corey S., Pierce, M., & Dasgupta, N. (2014). Evolution and Convergence of State Laws Governing Controlled Substance Prescription Monitoring Programs, 1998-2011. American Journal of Public Health, 104(8), 1389–1395.",,,,,,,
Davis_2014_2,"Davis, C. S., Southwell, J. K., Niehaus, V. R., Walley, A. Y., & Dailey, M. W. (2014). Emergency medical services naloxone access: A national systematic legal review. Academic Emergency Medicine, 21(10), 1173–1177.",,,,,,,
Davis_2015,"Davis, C. S., & Carr, D. (2015). Legal changes to increase access to naloxone for opioid overdose reversal in the United States. Drug & Alcohol Dependence, 157, 112–120.",,,,,,,
Davis_2015_2,"Davis, C. S., Carr, D., Southwell, J. K., & Beletsky, L. (2015). Engaging Law Enforcement in Overdose Reversal Initiatives: Authorization and Liability for Naloxone Administration. American Journal of Public Health, 105(8), 1530–1537.",,,,,,,
Davis_2016,"Davis, C. S., & Carr, D. (2016). Physician continuing education to reduce opioid misuse, abuse, and overdose: Many opportunities, few requirements. Drug & Alcohol Dependence, 163, 100–107.",,,,,,,
Davis_2017,"Davis, C., & Carr, D. (2017). State legal innovations to encourage naloxone dispensing. J Am Pharm Assoc (2003), 57(2s), S180-s184. https://doi.org/10.1016/j.japh.2016.11.007",,,,,,,
Davis_2019,"Davis, C. S., Lieberman, A. J., Hernandez-Delgado, H., & Suba, C. (2019). Laws limiting the prescribing or dispensing of opioids for acute pain in the United States: A national systematic legal review. Drug Alcohol Depend, 194, 166–172. https://doi.org/10.1016/j.drugalcdep.2018.09.022",,,,,,,
Davis_2019_2,"Davis, C. S., Piper, B. J., Gertner, A. K., & Rotter, J. S. (2020). Opioid Prescribing Laws Are Not Associated with Short-term Declines in Prescription Opioid Distribution. Pain Medicine, 21(3), 532-537. https://doi.org/10.1093/pm/pnz159",,,,,,,
Deacon_2016,"Deacon, R. M., Nielsen, S., Leung, S., Rivas, G., Cubitt, T., Monds, L. A., Ezard, N., Larance, B., & Lintzeris, N. (2016). Alprazolam use and related harm among opioid substitution treatment clients—12 months follow up after regulatory rescheduling. International Journal of Drug Policy, 36, 104–111.",,,,,,,
DeBeck_2017,"DeBeck, K., Cheng, T., Montaner, J. S., Beyrer, C., Elliott, R., Sherman, S., Wood, E., & Baral, S. (2017). HIV and the criminalisation of drug use among people who inject drugs: A systematic review. Lancet HIV, 4(8), e357–e374. https://doi.org/10.1016/s2352-3018(17)30073-5",,,,,,,
DeFulio_2013,"DeFulio, A., Stitzer, M., Roll, J., Petry, N., Nuzzo, P., Schwartz, R. P., & Stabile, P. (2013). Criminal justice referral and incentives in outpatient substance abuse treatment. Journal of Substance Abuse Treatment, 45(1), 70–75.",,,,,,,
Degenhardt_2015,"Degenhardt, L., Bruno, R., Ali, R., Lintzeris, N., Farrell, M., & Larance, B. (2015). The introduction of a potentially abuse deterrent oxycodone formulation: Early findings from the Australian National Opioid Medications Abuse Deterrence (NOMAD) study. Drug Alcohol Depend, 151, 56–67. https://doi.org/10.1016/j.drugalcdep.2015.02.038",,,,,,,
